miRNA,log2FC,p_value,adj_p,Direction,Significant
hsa-miR-219a-1-3p,-32.02308332964371,0.34343639613791366,0.5362329327587064,Down_in_LUAD,False
hsa-miR-219a-5p,32.288080076215934,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-22-3p,0.40519734058493917,0.38566612868364936,0.5634365271199817,Up_in_LUAD,False
hsa-miR-22-5p,-32.598670521620356,0.23785889315041098,0.5362329327587064,Down_in_LUAD,False
hsa-miR-221-3p,0.33963394379062173,0.6807616662379468,0.7920080848670746,Up_in_LUAD,False
hsa-miR-221-5p,-1.3613145268881945,0.2887660872259701,0.5362329327587064,Down_in_LUAD,False
hsa-miR-222-3p,-0.6449814989634017,0.06825351273475425,0.5362329327587064,Down_in_LUAD,False
hsa-miR-222-5p,-35.00300314092012,0.34343639613791366,0.5362329327587064,Down_in_LUAD,False
hsa-miR-223-3p,0.10351815154408506,0.8993389415747789,0.9444860774425524,Up_in_LUAD,False
hsa-miR-223-5p,-0.2740844114083876,0.851919314110721,0.9165670604964772,Down_in_LUAD,False
hsa-miR-224-5p,0.9203427071357568,0.4138910380225128,0.5823776552706155,Up_in_LUAD,False
hsa-miR-2277-5p,2.7440684592932554,0.41896278639944484,0.5877801444486329,Up_in_LUAD,False
hsa-miR-2355-5p,33.16103673959033,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-23a-3p,0.6408383635584016,0.11562007697121708,0.5362329327587064,Up_in_LUAD,False
hsa-miR-23a-5p,-31.927427869383024,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-23b-3p,0.5633516720695226,0.5700455098709001,0.7064894321903693,Up_in_LUAD,False
hsa-miR-23b-5p,2.828672569965296,0.24480376627581657,0.5362329327587064,Up_in_LUAD,False
hsa-miR-23c,3.0546984325875655,0.2269332628804756,0.5362329327587064,Up_in_LUAD,False
hsa-miR-24-2-5p,1.098879241530244,0.6204318880989161,0.7470624149351361,Up_in_LUAD,False
hsa-miR-24-3p,-0.1805158330103378,0.6423199067323416,0.7612089329473962,Down_in_LUAD,False
hsa-miR-2467-5p,-29.771127312761973,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-25-3p,-0.014435018856985948,0.9788364092627017,0.9879514938201722,Down_in_LUAD,False
hsa-miR-25-5p,-1.9634541012779794,0.2404973292656809,0.5362329327587064,Down_in_LUAD,False
hsa-miR-26a-1-3p,-30.377934480536936,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-26a-5p,-0.18643423887320942,0.7050964435001468,0.8143607834130024,Down_in_LUAD,False
hsa-miR-26b-3p,-0.019433244213910683,0.9863904944190649,0.9925349828707325,Down_in_LUAD,False
hsa-miR-26b-5p,-0.25792245862340124,0.5528784695029649,0.6966225262933253,Down_in_LUAD,False
hsa-miR-27a-3p,1.190918323817293,0.21716353497068466,0.5362329327587064,Up_in_LUAD,False
hsa-miR-27a-5p,0.5333042877790666,0.7306976607003788,0.8388514660748031,Up_in_LUAD,False
hsa-miR-27b-3p,-0.18446395720630093,0.5333210785277336,0.6811088472763827,Down_in_LUAD,False
hsa-miR-27b-5p,1.749537105354955,0.2758551279711716,0.5362329327587064,Up_in_LUAD,False
hsa-miR-28-3p,0.1112992238080075,0.8745471857661798,0.9280511848953676,Up_in_LUAD,False
hsa-miR-28-5p,0.3249877497768088,0.7123190769961175,0.8207154582781354,Up_in_LUAD,False
hsa-miR-296-3p,-3.660821082658539,0.18598202647599885,0.5362329327587064,Down_in_LUAD,False
hsa-miR-299-5p,35.93586606904805,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-29a-3p,0.7259297583868314,0.43404285222437533,0.59924295372222,Up_in_LUAD,False
hsa-miR-29a-5p,29.61585198651767,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-29b-1-5p,33.148129687440196,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-29b-2-5p,-31.18528940215141,0.34343639613791366,0.5362329327587064,Down_in_LUAD,False
hsa-miR-29b-3p,1.9041594030119207,0.3430247962074584,0.5362329327587064,Up_in_LUAD,False
hsa-miR-29c-3p,0.2851926682571593,0.7854202212261443,0.8846409575557753,Up_in_LUAD,False
hsa-miR-29c-5p,-31.60804583047506,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-301a-3p,0.493722263618233,0.6645837349783157,0.7771658618082341,Up_in_LUAD,False
hsa-miR-301a-5p,-29.962896981602743,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-301b,-0.6440391117289777,0.7656872054829054,0.8644563242966766,Down_in_LUAD,False
hsa-miR-3064-5p,-3.3609373757076524,0.2856184668358192,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3065-3p,0.5257034670549174,0.7553011416022777,0.85803599043876,Up_in_LUAD,False
hsa-miR-30a-3p,-0.7213033927089434,0.48446344748923387,0.6444552040974374,Down_in_LUAD,False
hsa-miR-30a-5p,-0.39583991178736433,0.40136523648231315,0.5697952910775695,Down_in_LUAD,False
hsa-miR-30b-3p,1.4447446532143888,0.4955184539896377,0.6517489075007031,Up_in_LUAD,False
hsa-miR-30b-5p,0.7730711684139138,0.41052683880551755,0.5784971997348061,Up_in_LUAD,False
hsa-miR-30c-1-3p,-32.94030695159635,0.19548153079635083,0.5362329327587064,Down_in_LUAD,False
hsa-miR-30c-2-3p,-32.14804862469243,0.21808819472380142,0.5362329327587064,Down_in_LUAD,False
hsa-miR-30c-5p,-0.11497040386771928,0.8535715853522704,0.9170127166960202,Down_in_LUAD,False
hsa-miR-30d-3p,-33.352981713569456,0.176745779237082,0.5362329327587064,Down_in_LUAD,False
hsa-miR-30d-5p,0.15154837661329346,0.7478523535162148,0.8523908545453631,Up_in_LUAD,False
hsa-miR-30e-3p,-0.4140017625311163,0.5658692101315932,0.7038321075170012,Down_in_LUAD,False
hsa-miR-30e-5p,0.9234887026475604,0.09237026790668888,0.5362329327587064,Up_in_LUAD,False
hsa-miR-31-3p,33.374851981914716,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-31-5p,0.8433847495707933,0.521442850351076,0.6704265218799548,Up_in_LUAD,False
hsa-miR-3115,-30.709726767344755,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3119,32.60607559767767,0.26868238625724206,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3122,-31.18528940215141,0.34343639613791366,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3124-5p,-1.4571086053288935,0.49246748693847553,0.6501715824178108,Down_in_LUAD,False
hsa-miR-3126-3p,-31.627386778644507,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3126-5p,36.79664322926624,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3127-5p,3.215230314179996,0.3571404760153326,0.545528110932294,Up_in_LUAD,False
hsa-miR-3128,32.369248060245106,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3129-5p,31.273660569928214,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3131,3.0233861055617184,0.2280749725992985,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3134,-30.79600615830153,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3135a,4.217649946356619,0.36686139581050015,0.5508946431319606,Up_in_LUAD,False
hsa-miR-3135b,-27.287230558726243,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3138,-33.1172731019215,0.3113543073604675,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3145-5p,3.9864715619255913,0.3716214670406245,0.5539482493074308,Up_in_LUAD,False
hsa-miR-3147,-28.709726769809357,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3150a-5p,28.923997544971854,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3159,-0.30407869533743614,0.8842586887459383,0.9352359080527994,Down_in_LUAD,False
hsa-miR-3161,-30.186164811647163,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3168,1.841841878428884,0.40357713911843485,0.5712352978026511,Up_in_LUAD,False
hsa-miR-3173-5p,-28.250295152404362,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3174,-31.306266473596132,0.284983419664401,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3175,-28.377934483638825,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3176,5.407176461605065,0.3234946513139221,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3177-3p,30.982534559686428,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3180,-32.28133641223854,0.2654790403178466,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3180-3p,-32.41222818886234,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3180-5p,-27.456544322032393,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3185,31.181795300199177,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3186-5p,-27.923134604567146,0.34343639613791366,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3188,-34.16912771021957,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3194-3p,-28.7893607283391,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3195,0.8973783118499077,0.6843710267555013,0.7933049325938618,Up_in_LUAD,False
hsa-miR-3196,0.3549635322760203,0.7939965817303833,0.8901483842962112,Up_in_LUAD,False
hsa-miR-3198,-0.27607114289058354,0.8946679917862348,0.9420676204901413,Down_in_LUAD,False
hsa-miR-3199,29.85129002721769,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-32-3p,3.235644735561861,0.2152890730153802,0.5362329327587064,Up_in_LUAD,False
hsa-miR-32-5p,0.059634557424746326,0.9579433621302462,0.9795047882875186,Up_in_LUAD,False
hsa-miR-3200-3p,3.861791583911161,0.25499675293427937,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3200-5p,3.540870743181787,0.38356374780841307,0.5626068156586811,Up_in_LUAD,False
hsa-miR-3202,-28.377934483638825,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-320a,0.2472577922696786,0.6312157491212806,0.7546113090998768,Up_in_LUAD,False
hsa-miR-320b,-0.847281786014829,0.5170396732267618,0.6689520829683325,Down_in_LUAD,False
hsa-miR-320c,-1.1178834448970276,0.13770695113859552,0.5362329327587064,Down_in_LUAD,False
hsa-miR-320d,-0.9608695072604911,0.3023518340321373,0.5362329327587064,Down_in_LUAD,False
hsa-miR-320e,-2.428019661588089,0.158931290399822,0.5362329327587064,Down_in_LUAD,False
hsa-miR-323a-3p,3.6035809766621574,0.3678118282900379,0.5508946431319606,Up_in_LUAD,False
hsa-miR-323b-3p,-2.2536817421254813,0.3271351946927813,0.5362329327587064,Down_in_LUAD,False
hsa-miR-323b-5p,30.181795300791446,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-324-3p,-0.7104021607297524,0.5789638166714053,0.711767372557372,Down_in_LUAD,False
hsa-miR-324-5p,-0.9869091050080234,0.260918903921611,0.5362329327587064,Down_in_LUAD,False
hsa-miR-326,-0.28370289706754015,0.8357728195498156,0.9112311655434561,Down_in_LUAD,False
hsa-miR-328-3p,0.26002059052863125,0.7380670925003656,0.8452773184217873,Up_in_LUAD,False
hsa-miR-330-3p,-2.3860788622752747,0.3728737039219706,0.5546333230048124,Down_in_LUAD,False
hsa-miR-330-5p,-0.8101814395601936,0.7143839324288952,0.8211748896972323,Down_in_LUAD,False
hsa-miR-331-3p,-34.99504584799254,0.3209302858101597,0.5362329327587064,Down_in_LUAD,False
hsa-miR-335-3p,0.21382078953747197,0.845056082028537,0.9161176161991186,Up_in_LUAD,False
hsa-miR-335-5p,0.05227801671080101,0.9609357506285603,0.9811721111789689,Up_in_LUAD,False
hsa-miR-337-3p,-33.11242288428,0.2415036112463062,0.5362329327587064,Down_in_LUAD,False
hsa-miR-339-3p,-0.5559647853856751,0.5933368279559946,0.7219940483035955,Down_in_LUAD,False
hsa-miR-339-5p,4.150920294879479,0.13678818131694942,0.5362329327587064,Up_in_LUAD,False
hsa-miR-33a-5p,1.6118072347114376,0.5344453064801129,0.6816321154839943,Up_in_LUAD,False
hsa-miR-33b-3p,-31.962896980568782,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-33b-5p,0.7236271988379324,0.6626055212172977,0.7765671587730982,Up_in_LUAD,False
hsa-miR-340-3p,-1.214158968246105,0.34668619281142166,0.5375389293050787,Down_in_LUAD,False
hsa-miR-340-5p,-0.5324387959874919,0.5023151546150514,0.6562109089762841,Down_in_LUAD,False
hsa-miR-342-3p,-0.2997430448135141,0.6393156772644659,0.759391214885791,Down_in_LUAD,False
hsa-miR-342-5p,0.04658554946825255,0.9551491293056016,0.9795047882875186,Up_in_LUAD,False
hsa-miR-345-5p,0.2775066292388715,0.7326790249172253,0.8401151319363376,Up_in_LUAD,False
hsa-miR-34a-5p,0.8026529142924366,0.5186524478999648,0.6691966185434838,Up_in_LUAD,False
hsa-miR-34c-3p,-33.149193782927576,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-34c-5p,-34.070480401086925,0.14546618844712716,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3605-3p,3.9809146107583206,0.2853338082031786,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3605-5p,-0.7001298493409072,0.6776111999613286,0.7894879231604875,Down_in_LUAD,False
hsa-miR-3607-3p,0.45420538896493357,0.7637655357908797,0.8633084373749991,Up_in_LUAD,False
hsa-miR-3607-5p,-2.2495845474262404,0.3964581333831757,0.5690931320978306,Down_in_LUAD,False
hsa-miR-3609,2.1857825877353427,0.19603373380435735,0.5362329327587064,Up_in_LUAD,False
hsa-miR-361-3p,-3.339100263769094,0.15040666935321786,0.5362329327587064,Down_in_LUAD,False
hsa-miR-361-5p,-0.2676727381357704,0.6981960497244368,0.807368522954076,Down_in_LUAD,False
hsa-miR-3612,28.486744983588746,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3613-3p,-33.87629474091389,0.11123562427495823,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3613-5p,2.339666391546095,0.2021825096455383,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3614-3p,-29.30690418525798,0.34343639613791366,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3614-5p,0.9381609461248805,0.4973513675686707,0.6517489075007031,Up_in_LUAD,False
hsa-miR-3615,0.44431833725947634,0.6052374716504542,0.7318080455697507,Up_in_LUAD,False
hsa-miR-3618,30.717267221665352,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3620-3p,-34.81181134939487,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3621,-25.833685486255614,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-363-3p,-0.20107921833506648,0.851274264024406,0.9165670604964772,Down_in_LUAD,False
hsa-miR-363-5p,4.129736311250701,0.36857386479237664,0.5508946431319606,Up_in_LUAD,False
hsa-miR-3648,3.0967318539951636,0.40046103170741465,0.5696090113209137,Up_in_LUAD,False
hsa-miR-3651,1.2803275149307662,0.39562508023274123,0.5690931320978306,Up_in_LUAD,False
hsa-miR-3653,2.8093452845883036,0.09380581060887797,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3655,-29.894379885192972,0.34343639613791366,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3656,-0.3733020256992914,0.8007051080002519,0.8923785918238197,Down_in_LUAD,False
hsa-miR-365a-3p,-2.224299300261804,0.08930477083851363,0.5362329327587064,Down_in_LUAD,False
hsa-miR-365a-5p,5.452953654019678,0.3516280784652356,0.5419276039674228,Up_in_LUAD,False
hsa-miR-365b-3p,-2.224299300261804,0.08930477083851363,0.5362329327587064,Down_in_LUAD,False
hsa-miR-365b-5p,0.35266067098908893,0.830165160081541,0.9092738951983813,Up_in_LUAD,False
hsa-miR-3665,27.801494855463357,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3679-5p,-30.12115906537625,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3687,33.148129687440196,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3689b-3p,-30.860136495687602,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3689c,-30.860136495687602,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-369-3p,-33.93183441354855,0.1745847306260303,0.5362329327587064,Down_in_LUAD,False
hsa-miR-369-5p,1.2357927378593692,0.4501521667393288,0.6117452522354981,Up_in_LUAD,False
hsa-miR-3691-5p,-1.5047997852157016,0.5535009171177574,0.6966225262933253,Down_in_LUAD,False
hsa-miR-370-3p,-0.37981574648487815,0.7679670737300326,0.8660054235679091,Down_in_LUAD,False
hsa-miR-370-5p,31.671169551312676,0.34089313230206,0.5362329327587064,Up_in_LUAD,False
hsa-miR-374a-3p,-2.925346238388717,0.237186539171773,0.5362329327587064,Down_in_LUAD,False
hsa-miR-374a-5p,-5.516710955822331,0.11619521397625819,0.5362329327587064,Down_in_LUAD,False
hsa-miR-375,-0.02699096359819464,0.9792402353492289,0.9879514938201722,Down_in_LUAD,False
hsa-miR-376c-3p,-2.581845280893658,0.4314398737198125,0.5989057425858956,Down_in_LUAD,False
hsa-miR-377-3p,-31.250295148450732,0.34343639613791366,0.5362329327587064,Down_in_LUAD,False
hsa-miR-377-5p,33.11145030267287,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-378a-3p,-0.7889252157084758,0.3217957718719616,0.5362329327587064,Down_in_LUAD,False
hsa-miR-378a-5p,33.98928830728114,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-378b,-27.58943859184043,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-378c,-0.7448746819166414,0.6777679340340035,0.7894879231604875,Down_in_LUAD,False
hsa-miR-378d,-27.484423050229267,0.2522961586940041,0.5362329327587064,Down_in_LUAD,False
hsa-miR-378g,-25.3532319646637,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-378i,2.79973701779646,0.19821277356426167,0.5362329327587064,Up_in_LUAD,False
hsa-miR-379-3p,-25.918574382463575,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-379-5p,-2.2242216911561314,0.2657462574894684,0.5362329327587064,Down_in_LUAD,False
hsa-miR-380-3p,-28.250295152404362,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-381-3p,-0.24367730183674308,0.863592953002749,0.9236184721576486,Down_in_LUAD,False
hsa-miR-382-3p,-1.605213648012524,0.48371046588863553,0.6444552040974374,Down_in_LUAD,False
hsa-miR-382-5p,-2.4114324736834742,0.32810737549080377,0.5362329327587064,Down_in_LUAD,False
hsa-miR-384,34.00128302204156,0.34089313230206,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3909,0.682120568974101,0.5968737394870858,0.7253726719371718,Up_in_LUAD,False
hsa-miR-3912-3p,3.163315808222952,0.39752865140132854,0.5694329330883896,Up_in_LUAD,False
hsa-miR-3916,-32.33041868422252,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3917,29.55111448360864,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3919,33.34077476536364,0.34089313230206,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3922-3p,31.615851985202518,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3928-3p,3.5620206538723482,0.2887524122892366,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3928-5p,-32.57049027275285,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-3929,29.85129002721769,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3934-5p,0.09191960007482702,0.9645656206622588,0.9819964024242591,Up_in_LUAD,False
hsa-miR-3938,29.187031950333548,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3944-3p,3.4620897330113847,0.3174910285504292,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3960,10.449118568884003,0.30303039775380947,0.5362329327587064,Up_in_LUAD,False
hsa-miR-3975,29.91542036457264,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-409-3p,-1.7377246341385124,0.13901534426017428,0.5362329327587064,Down_in_LUAD,False
hsa-miR-410-3p,-3.0727920665542507,0.14963974556206544,0.5362329327587064,Down_in_LUAD,False
hsa-miR-410-5p,-35.386859487699205,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-411-3p,-1.2420624279049024,0.5831827600342088,0.7140535950722542,Down_in_LUAD,False
hsa-miR-411-5p,-1.7696455824088986,0.40274274788614584,0.5709013097821443,Down_in_LUAD,False
hsa-miR-412-5p,-32.604960800028,0.21104655230578637,0.5362329327587064,Down_in_LUAD,False
hsa-miR-421,0.827929574454429,0.3881161278794073,0.5644249786538942,Up_in_LUAD,False
hsa-miR-424-3p,1.031666180644133,0.5192160360148319,0.6691966185434838,Up_in_LUAD,False
hsa-miR-424-5p,-33.332957735317684,0.16985225775972884,0.5362329327587064,Down_in_LUAD,False
hsa-miR-425-3p,-1.3100282772990335,0.09740244854950904,0.5362329327587064,Down_in_LUAD,False
hsa-miR-425-5p,0.15553675880976314,0.8187849522316513,0.9040750514224483,Up_in_LUAD,False
hsa-miR-4260,-29.857104730046892,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-4269,27.14603330100346,0.34089313230206,0.5362329327587064,Up_in_LUAD,False
hsa-miR-4272,-25.983408438303016,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-4278,26.07902884517691,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-4279,32.1336301178997,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-4286,-32.32987663495624,0.33277155601252933,0.5362329327587064,Down_in_LUAD,False
hsa-miR-4289,31.149284185450973,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-429,2.46903372059138,0.13971796629603578,0.5362329327587064,Up_in_LUAD,False
hsa-miR-4292,36.440911436531934,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-4294,-2.455424724484964,0.4406252177809966,0.6040868655021902,Down_in_LUAD,False
hsa-miR-4295,32.66058794786417,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-4297,-29.068590266004907,0.34343639613791366,0.5362329327587064,Down_in_LUAD,False
hsa-miR-4306,2.892338418902311,0.29297269738469217,0.5362329327587064,Up_in_LUAD,False
hsa-miR-4308,31.96370511649566,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-431-3p,-4.498108318463941,0.3643564646937435,0.5501788690488274,Down_in_LUAD,False
hsa-miR-431-5p,-0.09673263204614369,0.942954926756775,0.9725178379740144,Down_in_LUAD,False
hsa-miR-4318,28.388358695840896,0.3408931323020601,0.5362329327587064,Up_in_LUAD,False
hsa-miR-432-3p,-30.317409344822725,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-432-5p,0.19293973634600814,0.8628699420273892,0.9236184721576486,Up_in_LUAD,False
hsa-miR-4322,-28.75578354430298,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-4324,-24.79683863197848,0.34343639613791355,0.5362329327587064,Down_in_LUAD,False
hsa-miR-4326,-3.5908454690244893,0.3843020350133586,0.5626068156586811,Down_in_LUAD,False
hsa-miR-433-3p,-37.56524705631765,0.3126669334513493,0.5362329327587064,Down_in_LUAD,False
hsa-miR-4418,-4.248084940746637,0.36868910167907576,0.5508946431319606,Down_in_LUAD,False
hsa-miR-4429,-0.4539255306249499,0.8066727037191217,0.8958856336996998,Down_in_LUAD,False
